"ID","haie_cover","haie_biomass_kg","haie_biomass_kgperha","haie_nutzung_ha","haie_nutzung_perc","haie_nutzung_length_m","haie_bdhaie_length_m","haie_bdhaie_ha","haie_bdhaie_perc"
"DIVAG_15AB-M2_2019",3.99528908729553,5041.7744140625,1415.43895121868,NA,NA,NA,912.280529016566,0.912280529016566,20.5219907022738
"DIVAG_17AB-M_2019",10.7978048324585,44724.08984375,9121.8341655297,NA,NA,NA,450.715812987906,0.450715812987906,7.67962026458021
"DIVAG_18AB-M1_2019",7.85115098953247,12558.24609375,2768.58037489993,NA,NA,NA,434.837523069525,0.434837523069525,7.94676411491959
"DIVAG_18AB-M2_2019",8.76069164276123,25533.19921875,7716.38452088967,NA,NA,NA,259.681692809733,0.259681692809733,6.3885814597698
"DIVAG_18AB-M3_2019",12.5323476791382,15448.8818359375,7736.56877052573,NA,NA,NA,237.591691323034,0.237591691323034,9.00902142773853
"DIVAG_20AB-P1_2019",2.84607744216919,6217.98779296875,3073.86876205028,NA,NA,NA,1.81731777070569,0.00181731777070569,0.068643789409517
"DIVAG_20AB-P2_2019",0.482376873493195,1339.91357421875,235.15148296378,NA,NA,NA,0,0,0
"DIVAG_21AB-M1_2019",12.5682010650635,49790.71484375,8990.78817636683,NA,NA,NA,253.988089395519,0.253988089395519,3.81228793892343
"DIVAG_21AB-M2_2019",0.897317826747894,461.898590087891,327.046148358141,NA,NA,NA,0,0,0
"DIVAG_23AB-M_2019",13.879584312439,25631.640625,9992.39484635671,NA,NA,NA,471.154531123049,0.471154531123049,13.8856972996493
"DIVAG_24AB-P_2019",10.4671812057495,16442.521484375,5554.0467926315,NA,NA,NA,389.619346754192,0.389619346754192,10.5853798935284
"DIVAG_25AB-M1_2019",5.7348256111145,7515.78076171875,2505.84387550119,NA,NA,NA,169.134793359449,0.169134793359449,4.41099481859816
